,GUID,Inicio,Segmento,Tiempo Medio Interacción,Tiempo primer contacto Agente,palabras_totales,dominancia,Fin
2025,00022aFNMC152T66,2020-09-23 14:44:49,Chat - Afiliaciones,26.92307692307693,4.0,135,agente,2020-09-23 14:50:53
2026,00022aFNMC152TGF,2020-09-23 15:03:56,Chat - Salud,54.941176470588225,138.0,133,agente,2020-09-23 15:19:59
2027,00022aFNMC152TXW,2020-09-23 15:28:59,Chat - Salud,85.25,3.0,44,agente,2020-09-23 15:36:17
2028,00022aFNMC152U0A,2020-09-23 15:31:48,Chat - Salud,43.16,2.0,198,agente,2020-09-23 15:49:54
2029,00022aFNMC152UJC,2020-09-23 16:02:30,Chat - Salud,15.538461538461535,2.0,156,agente,2020-09-23 16:08:40
2030,00022aFNMC152UST,2020-09-23 16:18:45,Chat - Salud,20.642857142857142,12.0,138,agente,2020-09-23 16:31:48
2031,00022aFNMC152VC0,2020-09-23 16:49:02,Chat - Salud,28.875,2.0,142,agente,2020-09-23 16:53:02
2032,00022aFNMC152VJX,2020-09-23 17:02:00,Chat - Salud,30.11111111111111,3.0,98,agente,2020-09-23 17:11:46
2033,00022aFNMC152W9K,2020-09-23 17:47:04,Chat - Salud,28.461538461538463,3.0,131,agente,2020-09-23 17:53:26
2034,00022aFNMC152WES,2020-09-23 17:57:23,Chat - Afiliaciones,69.15789473684211,641.0,167,agente,2020-09-23 18:19:54
2035,00022aFNMC152WV1,2020-09-23 18:23:08,Chat - Salud,15.714285714285715,4.0,89,agente,2020-09-23 18:25:17
2036,00022aFNMC152XFB,2020-09-23 19:06:19,Chat - Afiliaciones,25.8,3.0,39,agente,2020-09-23 19:08:37
2037,00022aFNMC152XJ1,2020-09-23 19:13:35,Chat - Salud,19.4,4.0,189,agente,2020-09-23 19:22:00
2038,00022aFNMC152XMB,2020-09-23 19:18:45,Chat - Afiliaciones,46.6,4.0,39,agente,2020-09-23 19:22:46
2039,00022aFNMC152XUS,2020-09-23 19:39:34,Chat - Afiliaciones,264.3333333333333,571.0,39,agente,2020-09-23 20:06:13
2040,00022aFNMC152Y35,2020-09-23 19:59:41,Chat - Salud,44.0,246.0,208,agente,2020-09-23 20:17:01
2041,00022aFNMC152Y3V,2020-09-23 20:01:56,Chat - Afiliaciones,134.33333333333334,91.0,53,agente,2020-09-23 20:15:53
2042,00022aFNMC152Y4K,2020-09-23 20:03:47,Chat - Afiliaciones,112.0,231.0,26,agente,2020-09-23 20:18:03
2043,00022aFNMC152Y8S,2020-09-23 20:14:36,Chat - Afiliaciones,90.6,2.0,43,agente,2020-09-23 20:22:15
2044,00022aFNMC152YDN,2020-09-23 20:24:12,Chat - Afiliaciones,58.6,4.0,39,agente,2020-09-23 20:29:13
2045,00022aFNMC152YKY,2020-09-23 20:42:49,Chat - Salud,8.384615384615385,4.0,267,agente,2020-09-23 20:44:58
2046,00022aFNMC152YS4,2020-09-23 20:52:16,Chat - Salud,22.681818181818183,4.0,156,agente,2020-09-23 21:02:48
2047,00022aFNMC152YWY,2020-09-23 21:08:14,Chat - Salud,21.5,5.0,56,agente,2020-09-23 21:10:43
2048,00022aFNMC152YX3,2020-09-23 21:08:28,Chat - Afiliaciones,85.0,920.0,352,agente,2020-09-23 21:30:06
2049,00022aFNMC1530CQ,2020-09-23 21:40:43,Chat - Salud,35.23529411764706,2.0,202,agente,2020-09-23 21:51:30
2050,00022aFNMC1530CY,2020-09-23 21:41:42,Chat - Afiliaciones,36.5,38.0,357,agente,2020-09-23 21:51:34
2051,00022aFNMC1530PJ,2020-09-23 22:06:40,Chat - Salud,37.875,59.0,103,agente,2020-09-23 22:11:51
2052,00022aFNMC1530US,2020-09-23 22:18:49,Chat - Salud,34.5625,206.0,155,agente,2020-09-23 22:28:12
2053,00022aFNMC1531AS,2020-09-23 23:07:51,Chat - Afiliaciones,82.3529411764706,3.0,390,agente,2020-09-23 23:32:51
2054,00022aFNMC1531FJ,2020-09-23 23:27:33,Chat - Salud,65.625,123.0,511,cliente,2020-09-23 23:36:40
2055,00022aFNMC1531KM,2020-09-23 23:40:35,Chat - Salud,29.272727272727273,229.0,239,agente,2020-09-23 23:51:36
2056,00022aFNMC1531SW,2020-09-24 00:22:40,Chat - Afiliaciones,36.8,123.0,103,agente,2020-09-24 00:28:59
2057,00022aFNMC1531UU,2020-09-24 01:00:05,Chat - Afiliaciones,27.466666666666665,28.0,360,agente,2020-09-24 01:12:07
2058,00022aFNMC1531W0,2020-09-24 01:53:14,Chat - Afiliaciones,3.333333333333333,2.0,22,agente,2020-09-24 01:53:58
2059,00022aFNMC1532A9,2020-09-24 11:49:07,Chat - Salud,29.222222222222207,454.0,276,cliente,2020-09-24 12:02:28
2060,00022aFNMC1532AG,2020-09-24 11:50:56,Chat - Salud,44.25,235.0,203,agente,2020-09-24 12:02:44
2061,00022aFNMC1532K4,2020-09-24 12:24:18,Chat - Salud,108.42857142857143,82.0,58,agente,2020-09-24 12:38:34
2062,00022aFNMC1532NQ,2020-09-24 12:32:53,Chat - Afiliaciones,12.888888888888893,4.0,85,agente,2020-09-24 12:35:09
2063,00022aFNMC1532PC,2020-09-24 12:34:33,Chat - Salud,69.36363636363636,20.0,177,agente,2020-09-24 12:47:24
2064,00022aFNMC15332G,2020-09-24 13:07:38,Chat - Salud,45.33333333333334,53.0,188,agente,2020-09-24 13:22:14
2065,00022aFNMC1533B6,2020-09-24 13:25:28,Chat - Salud,36.31818181818182,102.0,234,agente,2020-09-24 13:39:20
2066,00022aFNMC1533FE,2020-09-24 13:34:32,Chat - Afiliaciones,44.92857142857143,134.0,148,agente,2020-09-24 13:45:08
2067,00022aFNMC1533RR,2020-09-24 13:57:05,Chat - Salud,34.583333333333336,91.0,182,agente,2020-09-24 14:11:06
2068,00022aFNMC1533SA,2020-09-24 13:57:48,Chat - Salud,39.07692307692308,185.0,221,agente,2020-09-24 14:14:53
2069,00022aFNMC153427,2020-09-24 14:18:28,Chat - Afiliaciones,105.2,3.0,31,agente,2020-09-24 14:27:39
2070,00022aFNMC15346C,2020-09-24 14:26:17,Chat - Salud,48.5,95.0,127,agente,2020-09-24 14:37:24
2071,00022aFNMC1534C0,2020-09-24 14:35:03,Chat - Afiliaciones,65.28571428571429,133.0,119,agente,2020-09-24 14:42:47
2072,00022aFNMC1534F9,2020-09-24 14:38:56,Chat - Afiliaciones,82.0,18.0,15,agente,2020-09-24 14:45:01
2073,00022aFNMC1534JX,2020-09-24 14:44:08,Chat - Afiliaciones,60.04545454545455,11.0,182,agente,2020-09-24 15:07:45
2074,00022aFNMC15350D,2020-09-24 15:05:32,Chat - Salud,52.85714285714285,2.0,57,agente,2020-09-24 15:12:06
2075,00022aFNMC1535P7,2020-09-24 15:46:23,Chat - Salud,27.615384615384606,3.0,174,agente,2020-09-24 15:58:59
2076,00022aFNMC1535XU,2020-09-24 15:58:59,Chat - Salud,26.9375,39.0,175,agente,2020-09-24 16:06:35
2077,00022aFNMC153639,2020-09-24 16:07:04,Chat - Salud,20.142857142857142,44.0,233,agente,2020-09-24 16:15:13
2078,00022aFNMC1536AH,2020-09-24 16:23:19,Chat - Salud,37.214285714285715,24.0,114,agente,2020-09-24 16:32:23
2079,00022aFNMC1536E6,2020-09-24 16:30:00,Chat - Salud,56.42857142857143,101.0,109,agente,2020-09-24 16:37:00
2080,00022aFNMC1537AG,2020-09-24 17:26:03,Chat - Salud,24.032258064516128,5.0,222,agente,2020-09-24 17:38:38
2081,00022aFNMC1537B7,2020-09-24 17:26:35,Chat - Afiliaciones,379.71428571428567,26.0,71,agente,2020-09-24 18:10:59
2082,00022aFNMC15382E,2020-09-24 18:22:49,Chat - Salud,14.761904761904766,3.0,355,agente,2020-09-24 18:28:07
2083,00022aFNMC15383E,2020-09-24 18:23:56,Chat - Salud,20.30769230769231,2.0,162,agente,2020-09-24 18:28:41
2084,00022aFNMC1538HM,2020-09-24 19:11:28,Chat - Afiliaciones,37.333333333333336,135.0,113,agente,2020-09-24 19:17:12
2085,00022aFNMC1538KE,2020-09-24 19:19:20,Chat - Afiliaciones,43.85714285714285,2.0,111,agente,2020-09-24 19:24:33
2086,00022aFNMC1538T1,2020-09-24 19:42:16,Chat - Salud,39.46666666666667,4.0,193,agente,2020-09-24 19:53:12
2087,00022aFNMC15394U,2020-09-24 20:08:26,Chat - Afiliaciones,458.0,160.0,36,agente,2020-09-24 20:54:22
2088,00022aFNMC1539AU,2020-09-24 20:22:09,Chat - Salud,19.647058823529417,4.0,135,agente,2020-09-24 20:27:51
2089,00022aFNMC153A9K,2020-09-24 21:40:19,Chat - Salud,11.666666666666664,7.0,84,agente,2020-09-24 21:43:39
2090,00022aFNMC153AV2,2020-09-24 22:28:45,Chat - Afiliaciones,64.28571428571429,3.0,168,agente,2020-09-24 22:43:54
2091,00022aFNMC153B2R,2020-09-24 22:47:43,Chat - Salud,15.421052631578947,4.0,401,agente,2020-09-24 22:52:43
2092,00022aFNMC153B4N,2020-09-24 22:55:48,Chat - Salud,21.53333333333333,8.0,189,agente,2020-09-24 23:07:03
2093,00022aFNMC153BC3,2020-09-24 23:23:17,Chat - Salud,17.09090909090909,3.0,87,agente,2020-09-24 23:30:05
2094,00022aFNMC153BM4,2020-09-24 23:52:06,Chat - Afiliaciones,25.33333333333333,2.0,296,agente,2020-09-24 23:58:32
2095,00022aFNMC153BM7,2020-09-24 23:52:13,Chat - Salud,13.615384615384615,3.0,180,agente,2020-09-25 00:00:15
2096,00022aFNMC153BR7,2020-09-25 00:38:40,Chat - Afiliaciones,32.384615384615394,4.0,114,agente,2020-09-25 00:45:49
2097,00022aFNMC153BXS,2020-09-25 11:27:10,Chat - Salud,33.611111111111114,212.0,137,agente,2020-09-25 11:37:24
2098,00022aFNMC153CQW,2020-09-25 12:47:41,Chat - Salud,34.31578947368421,23.0,398,agente,2020-09-25 12:58:47
2099,00022aFNMC153CWU,2020-09-25 13:11:34,Chat - Salud,12.833333333333336,4.0,181,agente,2020-09-25 13:15:33
2100,00022aFNMC153D4X,2020-09-25 13:35:17,Chat - Salud,16.176470588235293,4.0,148,agente,2020-09-25 13:40:10
2101,00022aFNMC153D6V,2020-09-25 13:40:33,Chat - Afiliaciones,31.6,3.0,100,agente,2020-09-25 13:45:56
2102,00022aFNMC153DES,2020-09-25 13:59:42,Chat - Salud,16.15,3.0,179,agente,2020-09-25 14:07:23
2103,00022aFNMC153DF3,2020-09-25 14:00:08,Chat - Afiliaciones,106.4,3.0,31,agente,2020-09-25 14:09:15
2104,00022aFNMC153DP2,2020-09-25 14:19:00,Chat - Afiliaciones,147.0,138.0,392,agente,2020-09-25 14:36:15
2105,00022aFNMC153DPP,2020-09-25 14:21:00,Chat - Salud,14.823529411764708,4.0,121,agente,2020-09-25 14:25:37
2106,00022aFNMC153DYE,2020-09-25 14:44:20,Chat - Afiliaciones,116.0,2091.0,420,agente,2020-09-25 15:27:55
2107,00022aFNMC153EH2,2020-09-25 15:33:00,Chat - Afiliaciones,175.33333333333337,6.0,32,agente,2020-09-25 16:08:20
2108,00022aFNMC153F7R,2020-09-25 16:23:48,Chat - Salud,14.363636363636365,4.0,120,agente,2020-09-25 16:26:35
2109,00022aFNMC153G2Y,2020-09-25 17:28:49,Chat - Salud,24.222222222222207,4.0,110,agente,2020-09-25 17:32:44
2110,00022aFNMC153GAK,2020-09-25 17:50:28,Chat - Salud,10.25,4.0,207,agente,2020-09-25 17:55:11
2111,00022aFNMC153GS2,2020-09-25 18:34:29,Chat - Salud,19.125,3.0,129,agente,2020-09-25 18:38:29
2112,00022aFNMC153GWT,2020-09-25 18:51:26,Chat - Salud,17.333333333333332,2.0,63,agente,2020-09-25 18:53:32
2113,00022aFNMC153HM6,2020-09-25 20:01:39,Chat - Afiliaciones,27.2,3.0,358,agente,2020-09-25 20:08:35
2114,00022aFNMC153HNK,2020-09-25 20:05:03,Chat - Afiliaciones,32.285714285714285,4.0,356,agente,2020-09-25 20:12:43
2115,00022aFNMC153JAX,2020-09-25 21:10:18,Chat - Afiliaciones,46.75,159.0,112,agente,2020-09-25 21:16:51
2116,00022aFNMC153JEK,2020-09-25 21:19:58,Chat - Afiliaciones,27.538461538461537,4.0,326,agente,2020-09-25 21:26:04
2117,00022aFNMC153JMT,2020-09-25 21:42:50,Chat - Salud,16.5,3.0,60,agente,2020-09-25 21:44:38
2118,00022aFNMC153JXT,2020-09-25 22:08:46,Chat - Afiliaciones,194.4,4.0,43,agente,2020-09-25 22:25:08
2119,00022aFNMC153JY2,2020-09-25 22:10:16,Chat - Afiliaciones,104.25,63.0,231,agente,2020-09-25 22:31:14
2120,00022aFNMC153KC3,2020-09-25 22:52:15,Chat - Afiliaciones,348.2,3.0,42,agente,2020-09-25 23:21:24
2121,00022aFNMC153MEK,2020-09-26 12:28:19,Chat - Salud,99.55555555555556,301.0,203,agente,2020-09-26 12:58:19
2122,00022aFNMC153MQD,2020-09-26 13:05:04,Chat - Afiliaciones,19.8,3.0,31,agente,2020-09-26 13:06:55
2123,00022aFNMC153NB5,2020-09-26 14:24:04,Chat - Salud,52.54545454545455,184.0,172,agente,2020-09-26 14:34:11
2124,00022aFNMC153NGX,2020-09-26 14:45:46,Chat - Salud,24.0,318.0,168,agente,2020-09-26 14:55:15
2125,00022aFNMC153NYG,2020-09-26 15:54:06,Chat - Afiliaciones,55.33333333333334,114.0,43,agente,2020-09-26 15:59:51
2126,00022aFNMC153PD9,2020-09-26 16:51:22,Chat - Salud,23.6,73.0,129,agente,2020-09-26 16:55:28
2127,00022aFNMC153Q0V,2020-09-26 18:37:48,Chat - Afiliaciones,23.190476190476193,3.0,259,agente,2020-09-26 18:46:04
2128,00022aFNMC153Q9H,2020-09-26 19:59:37,Chat - Afiliaciones,34.0,2.0,312,agente,2020-09-26 20:07:19
2129,00022aFNMC153QQD,2020-09-26 22:13:42,Chat - Afiliaciones,16.941176470588232,9.0,422,agente,2020-09-26 22:18:39
2130,00022aFNMC153R5F,2020-09-28 11:05:41,Chat - Salud,55.09756097560975,202.0,412,agente,2020-09-28 11:43:53
2131,00022aFNMC153SXD,2020-09-28 13:25:42,Chat - Afiliaciones,19.666666666666668,2.0,340,agente,2020-09-28 13:38:40
2132,00022aFNMC153TR1,2020-09-28 14:09:30,Chat - Salud,37.45,86.0,133,agente,2020-09-28 14:22:39
2133,00022aFNMC153TV3,2020-09-28 14:16:32,Chat - Afiliaciones,24.0,19.0,153,agente,2020-09-28 14:23:47
2134,00022aFNMC153TX7,2020-09-28 14:21:50,Chat - Salud,68.85714285714286,34.0,101,agente,2020-09-28 14:32:20
2135,00022aFNMC153UDX,2020-09-28 14:50:30,Chat - Salud,29.33333333333333,3.0,75,agente,2020-09-28 14:55:02
2136,00022aFNMC153UQ1,2020-09-28 15:06:23,Chat - Afiliaciones,55.53333333333333,712.0,499,agente,2020-09-28 15:34:23
2137,00022aFNMC153UVY,2020-09-28 15:15:02,Chat - Afiliaciones,333.6,4.0,31,agente,2020-09-28 15:44:11
2138,00022aFNMC153V0H,2020-09-28 15:20:39,Chat - Salud,30.66666666666667,28.0,92,agente,2020-09-28 15:25:29
2139,00022aFNMC153V0Q,2020-09-28 15:20:42,Chat - Salud,32.333333333333336,84.0,96,agente,2020-09-28 15:28:34
2140,00022aFNMC153V5K,2020-09-28 15:29:05,Chat - Afiliaciones,248.57142857142856,34.0,349,agente,2020-09-28 16:04:22
2141,00022aFNMC153VF4,2020-09-28 15:44:20,Chat - Afiliaciones,243.0,26.0,79,agente,2020-09-28 16:13:08
2142,00022aFNMC153VK8,2020-09-28 15:49:21,Chat - Salud,22.07692307692308,3.0,113,agente,2020-09-28 15:54:42
2143,00022aFNMC153W4R,2020-09-28 16:14:22,Chat - Salud,29.33333333333333,4.0,97,agente,2020-09-28 16:22:10
2144,00022aFNMC153XCT,2020-09-28 17:18:12,Chat - Afiliaciones,460.66666666666674,5.0,43,agente,2020-09-28 18:04:26
2145,00022aFNMC153XQJ,2020-09-28 17:34:27,Chat - Salud,13.428571428571427,31.0,86,agente,2020-09-28 17:37:46
2146,00022aFNMC153YDQ,2020-09-28 18:19:38,Chat - Salud,19.142857142857142,3.0,181,agente,2020-09-28 18:25:57
2147,00022aFNMC153YN8,2020-09-28 18:34:39,Chat - Salud,19.96551724137931,4.0,275,agente,2020-09-28 18:45:01
2148,00022aFNMC1540BG,2020-09-28 19:26:42,Chat - Salud,20.8125,3.0,177,agente,2020-09-28 19:32:36
2149,00022aFNMC1540TT,2020-09-28 20:03:29,Chat - Salud,11.466666666666667,4.0,372,agente,2020-09-28 20:06:30
2150,00022aFNMC1540WC,2020-09-28 20:09:12,Chat - Salud,24.0,3.0,56,agente,2020-09-28 20:12:07
2151,00022aFNMC15412V,2020-09-28 20:19:54,Chat - Salud,21.33333333333333,3.0,203,agente,2020-09-28 20:31:21
2152,00022aFNMC1541RH,2020-09-28 21:08:53,Chat - Afiliaciones,70.41379310344827,1191.0,388,agente,2020-09-28 21:43:01
2153,00022aFNMC1541S4,2020-09-28 21:09:25,Chat - Salud,12.222222222222221,3.0,218,agente,2020-09-28 21:13:41
2154,00022aFNMC1541UT,2020-09-28 21:13:15,Chat - Salud,16.454545454545453,63.0,177,agente,2020-09-28 21:20:28
2155,00022aFNMC15421V,2020-09-28 21:24:26,Chat - Salud,51.83333333333334,3.0,60,agente,2020-09-28 21:36:30
2156,00022aFNMC1542Q0,2020-09-28 22:18:29,Chat - Afiliaciones,16.444444444444443,3.0,127,agente,2020-09-28 22:21:55
2157,00022aFNMC15432A,2020-09-28 22:48:30,Chat - Afiliaciones,33.4,2.0,263,agente,2020-09-28 23:03:11
2158,00022aFNMC1543AQ,2020-09-28 23:18:38,Chat - Afiliaciones,44.83333333333334,3.0,312,agente,2020-09-28 23:27:44
2159,00022aFNMC1543F9,2020-09-28 23:35:58,Chat - Afiliaciones,59.769230769230774,151.0,289,agente,2020-09-28 23:49:01
2160,00022aFNMC1543GN,2020-09-28 23:41:14,Chat - Salud,66.4,4.0,52,agente,2020-09-28 23:53:01
2161,00022aFNMC1543PP,2020-09-29 00:07:26,Chat - Afiliaciones,0.0,,2,cliente,2020-09-29 00:23:02
2162,00022aFNMC1543QJ,2020-09-29 00:22:08,Chat - Afiliaciones,116.8,3.0,42,agente,2020-09-29 00:31:58
2163,00022aFNMC1543S2,2020-09-29 00:37:14,Chat - Afiliaciones,26.33333333333333,2.0,237,agente,2020-09-29 00:45:41
2164,00022aFNMC1543T9,2020-09-29 01:11:53,Chat - Afiliaciones,28.777777777777786,47.0,156,agente,2020-09-29 01:16:59
2165,00022aFNMC1544Q6,2020-09-29 12:23:27,Chat - Salud,16.363636363636363,4.0,93,agente,2020-09-29 12:27:12
2166,00022aFNMC1544V3,2020-09-29 12:38:39,Chat - Afiliaciones,27.222222222222207,4.0,124,agente,2020-09-29 12:42:51
2167,00022aFNMC1544W5,2020-09-29 12:40:02,Chat - Afiliaciones,33.714285714285715,2.0,86,agente,2020-09-29 12:44:04
2168,00022aFNMC154512,2020-09-29 12:53:22,Chat - Afiliaciones,10.615384615384617,5.0,91,agente,2020-09-29 12:55:49
2169,00022aFNMC154585,2020-09-29 13:07:22,Chat - Salud,33.4,3.0,109,agente,2020-09-29 13:13:08
2170,00022aFNMC1545MU,2020-09-29 13:29:08,Chat - Salud,19.227272727272727,3.0,114,agente,2020-09-29 13:36:19
2171,00022aFNMC1545VD,2020-09-29 13:45:39,Chat - Salud,17.875,3.0,311,agente,2020-09-29 13:48:15
2172,00022aFNMC154694,2020-09-29 14:16:37,Chat - Salud,13.642857142857142,3.0,127,agente,2020-09-29 14:23:37
2173,00022aFNMC1546CH,2020-09-29 14:21:21,Chat - Afiliaciones,396.8,4.0,31,agente,2020-09-29 14:54:43
2174,00022aFNMC1546FQ,2020-09-29 14:29:53,Chat - Salud,15.333333333333336,8.0,113,agente,2020-09-29 14:37:20
2175,00022aFNMC1546N0,2020-09-29 14:43:00,Chat - Afiliaciones,134.96428571428572,2192.0,257,agente,2020-09-29 15:47:31
2176,00022aFNMC1546SG,2020-09-29 14:51:35,Chat - Salud,15.25,3.0,202,agente,2020-09-29 14:58:48
2177,00022aFNMC1546XN,2020-09-29 15:00:49,Chat - Salud,14.5,3.0,303,agente,2020-09-29 15:03:08
2178,00022aFNMC154755,2020-09-29 15:11:17,Chat - Salud,23.92,3.0,191,agente,2020-09-29 15:21:21
2179,00022aFNMC1547G3,2020-09-29 15:32:58,Chat - Afiliaciones,108.16,1638.0,157,agente,2020-09-29 16:18:11
2180,00022aFNMC1547XV,2020-09-29 15:56:57,Chat - Afiliaciones,282.875,217.0,33,agente,2020-09-29 16:34:52
2181,00022aFNMC15486P,2020-09-29 16:11:45,Chat - Afiliaciones,144.5909090909091,664.0,267,agente,2020-09-29 17:13:41
2182,00022aFNMC15488M,2020-09-29 16:16:23,Chat - Afiliaciones,545.4,4.0,31,agente,2020-09-29 17:13:47
2183,00022aFNMC1548AK,2020-09-29 16:20:17,Chat - Afiliaciones,416.125,1580.0,34,agente,2020-09-29 17:16:04
2184,00022aFNMC1548PX,2020-09-29 16:41:54,Chat - Salud,23.92857142857143,2.0,289,agente,2020-09-29 16:53:12
2185,00022aFNMC1548R6,2020-09-29 16:43:52,Chat - Salud,12.090909090909092,4.0,124,agente,2020-09-29 16:46:14
2186,00022aFNMC15495K,2020-09-29 17:12:05,Chat - Salud,18.326923076923077,4.0,598,agente,2020-09-29 17:28:11
2187,00022aFNMC154AJW,2020-09-29 19:15:07,Chat - Afiliaciones,60.92307692307693,8.0,116,agente,2020-09-29 19:28:29
2188,00022aFNMC154APK,2020-09-29 19:24:58,Chat - Afiliaciones,59.16666666666666,426.0,401,agente,2020-09-29 19:42:51
2189,00022aFNMC154B0B,2020-09-29 19:49:56,Chat - Afiliaciones,32.458333333333336,7.0,219,agente,2020-09-29 20:03:10
2190,00022aFNMC154BC3,2020-09-29 20:25:02,Chat - Salud,30.33333333333333,2.0,205,agente,2020-09-29 20:33:03
2191,00022aFNMC154BH3,2020-09-29 20:40:35,Chat - Afiliaciones,138.9230769230769,1488.0,108,agente,2020-09-29 21:10:50
2192,00022aFNMC154BNK,2020-09-29 20:54:38,Chat - Afiliaciones,330.0,3.0,42,agente,2020-09-29 21:22:16
2193,00022aFNMC154BRD,2020-09-29 20:59:45,Chat - Salud,18.466666666666665,3.0,116,agente,2020-09-29 21:04:30
2194,00022aFNMC154BT4,2020-09-29 21:06:06,Chat - Salud,25.92307692307693,3.0,95,agente,2020-09-29 21:11:50
2195,00022aFNMC154CY6,2020-09-29 23:09:38,Chat - Afiliaciones,51.58823529411765,22.0,232,agente,2020-09-29 23:24:37
2196,00022aFNMC154D6T,2020-09-29 23:31:57,Chat - Salud,234.66666666666663,3.0,37,agente,2020-09-29 23:44:59
2197,00022aFNMC154DH5,2020-09-30 01:23:45,Chat - Afiliaciones,19.666666666666668,3.0,160,agente,2020-09-30 01:27:20
2198,00022aFNMC154DV1,2020-09-30 11:42:41,Chat - Salud,44.83333333333334,3.0,59,agente,2020-09-30 11:47:18
2199,00022aFNMC154E4U,2020-09-30 12:19:44,Chat - Afiliaciones,17.51063829787234,4.0,526,agente,2020-09-30 12:33:37
2200,00022aFNMC154EH7,2020-09-30 13:00:35,Chat - Afiliaciones,48.33333333333334,25.0,32,agente,2020-09-30 13:05:38
2201,00022aFNMC154EST,2020-09-30 13:22:21,Chat - Afiliaciones,43.92857142857143,141.0,189,agente,2020-09-30 13:42:33
2202,00022aFNMC154F2D,2020-09-30 13:43:13,Chat - Salud,43.6,2.0,134,agente,2020-09-30 13:50:45
2203,00022aFNMC154F59,2020-09-30 13:47:22,Chat - Salud,9.384615384615383,3.0,125,agente,2020-09-30 13:49:51
2204,00022aFNMC154FAQ,2020-09-30 13:58:25,Chat - Salud,17.46153846153846,4.0,347,agente,2020-09-30 14:02:23
2205,00022aFNMC154FWE,2020-09-30 14:36:59,Chat - Afiliaciones,91.625,1491.0,194,agente,2020-09-30 15:15:50
2206,00022aFNMC154GVP,2020-09-30 15:42:27,Chat - Salud,19.318181818181817,3.0,153,agente,2020-09-30 15:49:39
2207,00022aFNMC154GYK,2020-09-30 15:47:46,Chat - Salud,14.0,3.0,103,agente,2020-09-30 15:51:02
2208,00022aFNMC154H9T,2020-09-30 16:09:08,Chat - Salud,24.375,3.0,77,agente,2020-09-30 16:13:14
2209,00022aFNMC154J17,2020-09-30 16:57:00,Chat - Salud,22.73684210526316,2.0,220,agente,2020-09-30 17:04:45
2210,00022aFNMC154JG4,2020-09-30 17:40:40,Chat - Afiliaciones,348.4,56.0,81,agente,2020-09-30 18:10:10
2211,00022aFNMC154JPB,2020-09-30 17:51:13,Chat - Salud,16.083333333333332,2.0,529,agente,2020-09-30 17:54:43
2212,00022aFNMC154JXX,2020-09-30 18:09:04,Chat - Salud,16.04,11.0,174,agente,2020-09-30 18:16:13
2213,00022aFNMC154K51,2020-09-30 18:28:55,Chat - Afiliaciones,346.2,2.0,42,agente,2020-09-30 18:57:53
2214,00022aFNMC154KHJ,2020-09-30 19:00:15,Chat - Salud,12.521739130434785,3.0,216,agente,2020-09-30 19:05:19
2215,00022aFNMC154KJ7,2020-09-30 19:03:21,Chat - Salud,14.857142857142858,2.0,170,agente,2020-09-30 19:06:56
2216,00022aFNMC154M3Y,2020-09-30 20:00:54,Chat - Salud,10.809523809523812,2.0,147,agente,2020-09-30 20:04:49
2217,00022aFNMC154MD0,2020-09-30 20:32:27,Chat - Salud,15.4,2.0,177,agente,2020-09-30 20:35:08
2218,00022aFNMC154MD5,2020-09-30 20:33:55,Chat - Afiliaciones,243.0,3.0,42,agente,2020-09-30 20:54:19
2219,00022aFNMC154MF3,2020-09-30 20:36:17,Chat - Salud,19.05,3.0,286,agente,2020-09-30 20:42:48
2220,00022aFNMC154MPK,2020-09-30 20:53:19,Chat - Salud,8.2,3.0,246,agente,2020-09-30 20:57:09
2221,00022aFNMC154MV1,2020-09-30 21:09:02,Chat - Salud,33.666666666666664,91.0,95,agente,2020-09-30 21:16:19
2222,00022aFNMC154P4C,2020-09-30 23:22:52,Chat - Salud,12.3125,5.0,111,agente,2020-09-30 23:26:27
2223,00022aFNMC154PA4,2020-09-30 23:54:10,Chat - Afiliaciones,98.6,4.0,42,agente,2020-10-01 00:02:32
2224,11034375,2020-08-04 07:18:18,WhatsApp - Salud,0.6166666666666667,5.7,141,agente,2020-08-04 07:31:55
2225,11338839,2020-08-10 09:14:45,WhatsApp - Salud,0.9666666666666668,16.966666666666665,253,agente,2020-08-10 10:02:52
2226,11344651,2020-08-10 09:57:20,WhatsApp - Salud,0.8833333333333333,12.3,172,agente,2020-08-10 11:24:18
2227,11349502,2020-08-10 10:32:14,WhatsApp - Salud,0.6666666666666666,11.216666666666667,172,agente,2020-08-10 11:00:39
2228,11352522,2020-08-10 10:54:18,WhatsApp - Salud,0.25,246.51666666666668,215,agente,2020-08-10 15:09:59
2229,11362448,2020-08-10 11:56:48,WhatsApp - Salud,4.816666666666666,11.833333333333336,169,agente,2020-08-10 12:13:28
2230,11364338,2020-08-10 12:10:29,WhatsApp - Salud,0.7,11.416666666666664,161,cliente,2020-08-10 12:27:36
2231,11367368,2020-08-10 12:39:37,WhatsApp - Salud,0.3333333333333333,5.55,616,agente,2020-08-10 13:16:38
2232,11371877,2020-08-10 13:35:00,WhatsApp - Salud,0.4,6.2,163,agente,2020-08-10 13:57:03
2233,11376039,2020-08-10 14:36:15,WhatsApp - Salud,0.26666666666666666,2.95,329,agente,2020-08-10 15:52:48
2234,11385320,2020-08-10 15:43:20,WhatsApp - Salud,0.5666666666666667,1.7333333333333334,515,agente,2020-08-10 16:18:38
2235,11386870,2020-08-10 15:55:22,WhatsApp - Salud,0.5166666666666667,6.683333333333334,144,agente,2020-08-10 17:49:00
